from,to,paragraphs
cat-c-77-d-989-2020,cat-c-47-d-347-2008,1
cat-c-77-d-989-2020,cat-c-61-d-725-2016,1
cat-c-77-d-989-2020,cat-c-64-d-742-2016,1
cat-c-77-d-989-2020,cat-c-65-d-761-2016,1
cat-c-77-d-989-2020,cat-c-75-d-951-2019,1
cat-c-77-d-989-2020,cat-c-gc-4,1
cat-c-77-d-993-2020,cat-c-30-d-219-2002,1
cat-c-77-d-993-2020,cat-c-37-d-288-2006,1
cat-c-77-d-993-2020,cat-c-70-d-915-2019,1
cat-c-77-d-993-2020,cat-c-75-d-922-2019,1
cat-c-77-d-993-2020,cat-c-gc-4,1
cat-c-77-d-993-2020,ccpr-c-130-d-3042-2017,1
cat-c-77-d-993-2020,crc-c-86-d-r-77-2019,1
cat-c-78-d-1012-2020,cat-c-46-d-375-2009,1
cat-c-78-d-1012-2020,cat-c-52-d-466-2011,1
cat-c-78-d-1012-2020,cat-c-62-d-683-2015,1
cat-c-78-d-1012-2020,cat-c-70-d-915-2019,1
cat-c-78-d-1012-2020,cat-c-gc-4,1
cat-c-78-d-1035-2020,cat-c-31-d-203-2002,1
cat-c-78-d-1035-2020,cat-c-32-d-214-2002,1
cat-c-78-d-1035-2020,cat-c-35-d-258-2004,1
cat-c-78-d-1035-2020,cat-c-38-d-298-2006,1
cat-c-78-d-1035-2020,cat-c-47-d-347-2008,1
cat-c-78-d-1035-2020,cat-c-65-d-811-2017,1
cat-c-78-d-1035-2020,cat-c-77-d-989-2020,1
cat-c-78-d-1035-2020,cat-c-gc-4,1
cat-c-78-d-1045-2020,cat-c-34-d-233-2003,1
cat-c-78-d-1045-2020,cat-c-35-d-247-2004,1
cat-c-78-d-1045-2020,cat-c-38-d-305-2006,1
cat-c-78-d-1045-2020,cat-c-41-d-291-2006,1
cat-c-78-d-1045-2020,cat-c-50-d-479-2011,1
cat-c-78-d-1045-2020,cat-c-53-d-511-2012,1
cat-c-78-d-1045-2020,cat-c-71-d-807-2017,1
cat-c-78-d-1045-2020,cat-c-73-d-933-2019,1
cat-c-78-d-1045-2020,cat-c-75-d-922-2019,1
cat-c-78-d-1045-2020,cat-c-gc-3,1
cat-c-78-d-1045-2020,cat-c-gc-4,1
cat-c-78-d-1045-2020,ccpr-c-21-rev-1-add-13,1
cat-c-78-d-1045-2020,ccpr-c-gc-36,1
cat-c-78-d-1045-2020,crc-c-86-d-r-77-2019,1
cat-c-78-d-1047-2021,cat-c-30-d-219-2002,1
cat-c-78-d-1047-2021,cat-c-53-d-470-2011,1
cat-c-78-d-1047-2021,ccpr-c-127-d-3070-2017,1
cat-c-78-d-1052-2021,a-53-44,1
cat-c-78-d-1052-2021,cat-c-44-d-322-2007,1
cat-c-78-d-1052-2021,cat-c-54-d-490-2012,1
cat-c-78-d-1052-2021,cat-c-76-d-984-2020,1
cat-c-78-d-1076-2021,cat-c-27-d-178-2001,1
cat-c-78-d-1076-2021,cat-c-30-d-216-2002,1
cat-c-78-d-1076-2021,cat-c-30-d-219-2002,1
cat-c-78-d-1076-2021,cat-c-31-d-203-2002,1
cat-c-78-d-1076-2021,cat-c-37-d-277-2005,1
cat-c-78-d-1076-2021,cat-c-44-d-356-2008,1
cat-c-78-d-1076-2021,cat-c-48-d-343-2008,1
cat-c-78-d-1076-2021,cat-c-50-d-392-2009,1
cat-c-78-d-1076-2021,cat-c-50-d-467-2011,1
cat-c-78-d-1076-2021,cat-c-53-d-458-2011,1
cat-c-78-d-1076-2021,cat-c-54-d-539-2013,1
cat-c-78-d-1076-2021,cat-c-54-d-550-2013,1
cat-c-78-d-1076-2021,cat-c-60-d-677-2015,1
cat-c-78-d-1076-2021,cat-c-64-d-641-2014,1
cat-c-78-d-1076-2021,cat-c-65-d-811-2017,1
cat-c-78-d-1076-2021,crc-c-82-d-17-2017,1
cat-c-78-d-1085-2021,cat-c-59-d-658-2015,1
cat-c-78-d-1085-2021,cat-c-74-d-935-2019,1
cat-c-78-d-1085-2021,cat-c-75-d-951-2019,1
cat-c-78-d-1085-2021,cat-c-76-d-979-2020,1
cat-c-78-d-1085-2021,cat-c-gc-4,1
cat-c-78-d-840-2017,cat-c-63-d-678-2015,1
cat-c-78-d-840-2017,cat-c-68-d-852-2017,1
cat-c-78-d-995-2020,cat-c-16-d-21-1995,1
cat-c-78-d-995-2020,cat-c-26-d-150-1999,1
cat-c-78-d-995-2020,cat-c-31-d-203-2002,1
cat-c-78-d-995-2020,cat-c-32-d-214-2002,1
cat-c-78-d-995-2020,cat-c-35-d-258-2004,1
cat-c-78-d-995-2020,cat-c-36-d-256-2004,1
cat-c-78-d-995-2020,cat-c-38-d-298-2006,1
cat-c-78-d-995-2020,cat-c-47-d-347-2008,1
cat-c-78-d-995-2020,cat-c-60-d-662-2015,1
cat-c-78-d-995-2020,cat-c-63-d-673-2015,1
cat-c-78-d-995-2020,cat-c-64-d-783-2016,1
cat-c-78-d-995-2020,cat-c-76-d-1049-2021,1
cat-c-78-d-995-2020,cat-c-gc-4,1
cat-c-78-d-995-2020,ccpr-c-109-d-1898-2009,1
cat-c-79-d-1021-2020,cat-c-30-d-219-2002,1
cat-c-79-d-1021-2020,cat-c-46-d-375-2009,1
cat-c-79-d-1021-2020,cat-c-52-d-466-2011,1
cat-c-79-d-1021-2020,cat-c-62-d-683-2015,1
cat-c-79-d-1021-2020,cat-c-70-d-915-2019,1
cat-c-79-d-1021-2020,cat-c-gc-4,1
cat-c-79-d-1039-2020,cat-c-14-d-6-1990,1
cat-c-79-d-1039-2020,cat-c-20-d-59-1996,1
cat-c-79-d-1039-2020,cat-c-31-d-189-2001,1
cat-c-79-d-1039-2020,cat-c-52-d-503-2012,1
cat-c-79-d-1039-2020,cat-c-53-d-514-2012,1
cat-c-79-d-1039-2020,cat-c-56-d-578-2013,1
cat-c-79-d-1039-2020,cat-c-58-d-650-2015,1
cat-c-79-d-1039-2020,cat-c-59-d-549-2013,1
cat-c-79-d-1039-2020,cat-c-60-d-612-2014,1
cat-c-79-d-1039-2020,cat-c-62-d-493-2012,1
cat-c-79-d-1039-2020,cat-c-62-d-496-2012,1
cat-c-79-d-1039-2020,cat-c-71-d-843-2017,1
cat-c-79-d-1039-2020,cat-c-72-d-793-2017,1
cat-c-79-d-1039-2020,cat-c-73-d-921-2019,1
cat-c-79-d-1039-2020,cat-c-74-d-795-2017,1
cat-c-79-d-1039-2020,cat-c-gc-2,1
cat-c-79-d-1041-2020,cat-c-65-d-758-2016,1
cat-c-79-d-1041-2020,cat-c-74-d-935-2019,1
cat-c-79-d-1041-2020,cat-c-76-d-979-2020,1
cat-c-79-d-1041-2020,cat-c-gc-4,1
cat-c-79-d-1041-2020,ccpr-c-114-d-2360-2014,1
cat-c-79-d-1055-2021,cat-c-20-d-94-1997,1
cat-c-79-d-1055-2021,cat-c-44-d-356-2008,1
cat-c-79-d-1055-2021,cat-c-47-d-428-2010,1
cat-c-79-d-1055-2021,cat-c-48-d-382-2009,1
cat-c-79-d-1055-2021,cat-c-49-d-432-2010,1
cat-c-79-d-1055-2021,cat-c-51-d-426-2010,1
cat-c-79-d-1055-2021,cat-c-53-d-458-2011,1
cat-c-79-d-1055-2021,cat-c-59-d-658-2015,1
cat-c-79-d-1055-2021,cat-c-64-d-738-2016,1
cat-c-79-d-1055-2021,cat-c-65-d-765-2016,1
cat-c-79-d-1055-2021,cat-c-65-d-841-2017,1
cat-c-79-d-1055-2021,cat-c-68-d-860-2018,1
cat-c-79-d-1055-2021,cat-c-75-d-1034-2020,1
cat-c-79-d-1055-2021,cat-c-75-d-962-2019,1
cat-c-79-d-1061-2021,cat-c-26-d-150-1999,1
cat-c-79-d-1061-2021,cat-c-31-d-203-2002,1
cat-c-79-d-1061-2021,cat-c-32-d-214-2002,1
cat-c-79-d-1061-2021,cat-c-35-d-258-2004,1
cat-c-79-d-1061-2021,cat-c-38-d-298-2006,1
cat-c-79-d-1061-2021,cat-c-47-d-347-2008,1
cat-c-79-d-1061-2021,cat-c-60-d-662-2015,1
cat-c-79-d-1061-2021,cat-c-63-d-673-2015,1
cat-c-79-d-1061-2021,cat-c-64-d-783-2016,1
cat-c-79-d-1061-2021,cat-c-76-d-1049-2021,1
cat-c-79-d-1061-2021,cat-c-gc-4,1
cat-c-79-d-1066-2021,cat-c-30-d-219-2002,1
cat-c-79-d-1066-2021,cat-c-46-d-375-2009,1
cat-c-79-d-1066-2021,cat-c-52-d-466-2011,1
cat-c-79-d-1066-2021,cat-c-62-d-683-2015,1
cat-c-79-d-1066-2021,cat-c-70-d-915-2019,1
cat-c-79-d-1096-2021,cat-c-64-d-742-2016,1
cat-c-79-d-1096-2021,cat-c-65-d-758-2016,1
cat-c-79-d-1096-2021,cat-c-78-d-1085-2021,1
cat-c-79-d-1096-2021,cat-c-gc-4,1
cat-c-79-d-1096-2021,ccpr-c-114-d-2360-2014,1
cat-c-79-d-943-2019,cat-c-44-d-356-2008,1
cat-c-79-d-943-2019,cat-c-47-d-428-2010,1
cat-c-79-d-943-2019,cat-c-49-d-432-2010,1
cat-c-79-d-943-2019,cat-c-51-d-426-2010,1
cat-c-79-d-943-2019,cat-c-53-d-458-2011,1
cat-c-79-d-943-2019,cat-c-59-d-658-2015,1
cat-c-79-d-943-2019,cat-c-64-d-738-2016,1
cat-c-79-d-943-2019,cat-c-65-d-765-2016,1
cat-c-79-d-943-2019,cat-c-65-d-841-2017,1
cat-c-79-d-943-2019,cat-c-68-d-860-2018,1
cat-c-79-d-943-2019,cat-c-75-d-1034-2020,1
cat-c-79-d-943-2019,cat-c-75-d-962-2019,1
cat-c-81-d-1109-2021,cat-c-65-d-801-2017,1
cat-c-81-d-1109-2021,cat-c-66-d-827-2017,1
cat-c-81-d-1109-2021,cat-c-66-d-845-2017,1
cat-c-81-d-1109-2021,cat-c-66-d-846-2017,1
cat-c-81-d-1109-2021,cat-c-73-d-914-2019,1
cat-c-81-d-1109-2021,cat-c-75-d-1081-2021,1
cat-c-82-d-1032-2020,cat-c-30-d-219-2002,1
cat-c-82-d-1032-2020,cat-c-46-d-375-2009,1
cat-c-82-d-1032-2020,cat-c-52-d-466-2011,1
cat-c-82-d-1032-2020,cat-c-62-d-683-2015,1
cat-c-82-d-1032-2020,cat-c-70-d-915-2019,1
cat-c-82-d-1032-2020,cat-c-76-d-981-2020,1
cat-c-82-d-1032-2020,cat-c-79-d-1021-2020,1
cat-c-82-d-1032-2020,cat-c-79-d-1066-2021,1
cat-c-82-d-1032-2020,cat-c-gc-4,1
cat-c-82-d-1070-2021,cat-c-67-d-854-2017,1
cat-c-82-d-1070-2021,cat-c-71-d-790-2016,1
cat-c-82-d-1070-2021,cat-c-gc-2,1
cat-c-82-d-1070-2021,ccpr-c-57-d-608-1995,1
cat-c-82-d-1108-2021,cat-c-20-d-59-1996,1
cat-c-82-d-1108-2021,cat-c-34-d-212-2002,1
cat-c-82-d-1108-2021,cat-c-35-d-172-2000,1
cat-c-82-d-1108-2021,cat-c-48-d-453-2011,1
cat-c-82-d-1108-2021,cat-c-59-d-686-2015,1
cat-c-82-d-1108-2021,cat-c-65-d-778-2016,1
cat-c-82-d-1108-2021,cat-c-68-d-818-2017,1
cat-c-82-d-1108-2021,cat-c-68-d-852-2017,1
cat-c-82-d-1108-2021,cat-c-72-d-890-2018,1
cat-c-82-d-1108-2021,ccpr-c-107-d-1945-2010,1
cat-c-82-d-980-2020,cat-c-14-d-6-1990,1
cat-c-82-d-980-2020,cat-c-20-d-59-1996,1
cat-c-82-d-980-2020,cat-c-31-d-189-2001,1
cat-c-82-d-980-2020,cat-c-52-d-503-2012,1
cat-c-82-d-980-2020,cat-c-53-d-514-2012,1
cat-c-82-d-980-2020,cat-c-54-d-456-2011,1
cat-c-82-d-980-2020,cat-c-55-d-500-2012,1
cat-c-82-d-980-2020,cat-c-56-d-578-2013,1
cat-c-82-d-980-2020,cat-c-59-d-549-2013,1
cat-c-82-d-980-2020,cat-c-62-d-493-2012,1
cat-c-82-d-980-2020,cat-c-62-d-496-2012,1
cat-c-82-d-980-2020,cat-c-74-d-795-2017,1
cat-c-82-d-980-2020,cat-c-79-d-1039-2020,1
cat-c-82-d-980-2020,cat-c-gc-2,1
cat-c-82-d-980-2020,ccpr-c-100-d-1776-2008,1
cat-c-gc-4,cat-c-14-d-24-1995,1
cat-c-gc-4,cat-c-16-d-21-1995,1
cat-c-gc-4,cat-c-16-d-41-1996,1
cat-c-gc-4,cat-c-18-d-34-1995,1
cat-c-gc-4,cat-c-18-d-39-1996,1
cat-c-gc-4,cat-c-20-d-83-1997,1
cat-c-gc-4,cat-c-21-d-101-1997,1
cat-c-gc-4,cat-c-21-d-110-1998,1
cat-c-gc-4,cat-c-22-d-120-1998,1
cat-c-gc-4,cat-c-28-d-177-2001,1
cat-c-gc-4,cat-c-31-d-203-2002,1
cat-c-gc-4,cat-c-34-d-226-2003,1
cat-c-gc-4,cat-c-34-d-233-2003,1
cat-c-gc-4,cat-c-35-d-247-2004,1
cat-c-gc-4,cat-c-35-d-258-2004,1
cat-c-gc-4,cat-c-37-d-279-2005,1
cat-c-gc-4,cat-c-37-d-282-2005,1
cat-c-gc-4,cat-c-39-d-297-2006,1
cat-c-gc-4,cat-c-44-d-356-2008,1
cat-c-gc-4,cat-c-45-d-333-2007,1
cat-c-gc-4,cat-c-45-d-344-2008,1
cat-c-gc-4,cat-c-46-d-310-2007,1
cat-c-gc-4,cat-c-46-d-338-2008,1
cat-c-gc-4,cat-c-46-d-375-2009,1
cat-c-gc-4,cat-c-46-d-379-2009,1
cat-c-gc-4,cat-c-47-d-428-2010,1
cat-c-gc-4,cat-c-48-d-343-2008,1
cat-c-gc-4,cat-c-48-d-396-2009,1
cat-c-gc-4,cat-c-48-d-444-2010,1
cat-c-gc-4,cat-c-50-d-479-2011,1
cat-c-gc-4,cat-c-51-d-429-2010,1
cat-c-gc-4,cat-c-51-d-441-2010,1
cat-c-gc-4,cat-c-52-d-466-2011,1
cat-c-gc-4,cat-c-52-d-475-2011,1
cat-c-gc-4,cat-c-53-d-321-2007,1
cat-c-gc-4,cat-c-53-d-458-2011,1
cat-c-gc-4,cat-c-53-d-470-2011,1
cat-c-gc-4,cat-c-53-d-473-2011,1
cat-c-gc-4,cat-c-53-d-489-2012,1
cat-c-gc-4,cat-c-53-d-492-2012,1
cat-c-gc-4,cat-c-53-d-495-2012,1
cat-c-gc-4,cat-c-53-d-520-2012,1
cat-c-gc-4,cat-c-54-d-490-2012,1
cat-c-gc-4,cat-c-54-d-538-2013,1
cat-c-gc-4,cat-c-54-d-542-2013,1
cat-c-gc-4,cat-c-55-d-500-2012,1
cat-c-gc-4,cat-c-55-d-505-2012,1
cat-c-gc-4,cat-c-55-d-512-2012,1
cat-c-gc-4,cat-c-55-d-554-2013,1
cat-c-gc-4,cat-c-55-d-555-2013,1
cat-c-gc-4,cat-c-56-d-562-2013,1
cat-c-gc-4,cat-c-56-d-577-2013,1
cat-c-gc-4,cat-c-56-d-580-2014,1
cat-c-gc-4,cat-c-56-d-643-2014,1
cat-c-gc-4,cat-c-56-d-671-2015,1
cat-c-gc-4,cat-c-58-d-682-2015,1
cat-c-gc-4,cat-c-60-d-639-2014,1
cat-c-gc-4,cat-c-60-d-681-2015,1
cat-c-gc-4,cat-c-61-d-747-2016,1
cat-c-gc-4,cat-c-62-d-683-2015,1
cat-c-gc-4,cat-c-62-d-688-2015,1
cat-c-gc-4,cat-c-62-d-712-2015,1
cat-c-gc-4,cat-c-gc-3,1
cat-c-gc-4,hri-gen-1-rev-9-vol-i-p-189,1
cat-op-gc-1,a-hrc-39-45,1
cat-op-gc-1,a-hrc-42-39,1
cat-op-gc-1,a-hrc-43-49,1
cat-op-gc-1,a-hrc-45-16,1
cat-op-gc-1,a-hrc-51-27,1
cat-op-gc-1,ccpr-c-21-rev-1-add-13,1
cat-op-gc-1,ccpr-c-gc-35,1
cat-op-gc-1,crpd-c-gc-1,1
cat-op-gc-1,crpd-c-gc-5,1
cat-op-gc-1,hri-gen-1-rev-9-vol-i-p-174,1
cat-op-gc-1,hri-gen-1-rev-9-vol-i-p-202,1
ccpr-c-100-d-1344-2005,ccpr-c-53-d-541-1993,1
ccpr-c-100-d-1344-2005,ccpr-c-gc-32,1
ccpr-c-100-d-1346-2005,ccpr-c-53-d-541-1993,1
ccpr-c-100-d-1354-2005,ccpr-c-21-rev-1-add-7,1
ccpr-c-100-d-1383-2005,ccpr-c-gc-32,1
ccpr-c-100-d-1390-2005,ccpr-c-50-d-330-1988,1
ccpr-c-100-d-1390-2005,ccpr-c-53-d-541-1993,1
ccpr-c-100-d-1390-2005,ccpr-c-78-d-781-1997,1
ccpr-c-100-d-1390-2005,ccpr-c-81-d-1033-2001,1
ccpr-c-100-d-1390-2005,ccpr-c-82-d-912-2000,1
ccpr-c-100-d-1390-2005,ccpr-c-gc-32,1
ccpr-c-100-d-1390-2005,hri-gen-1-rev-9-vol-i-p-200,1
ccpr-c-100-d-1449-2006,ccpr-c-65-d-590-1994,1
ccpr-c-100-d-1449-2006,ccpr-c-77-d-836-1998,1
ccpr-c-100-d-1449-2006,ccpr-c-80-d-797-1998,1
ccpr-c-100-d-1449-2006,ccpr-c-82-d-931-2000,1
ccpr-c-100-d-1449-2006,ccpr-c-83-d-971-2001,1
ccpr-c-100-d-1507-2006,ccpr-c-27-d-112-1981,1
ccpr-c-100-d-1507-2006,ccpr-c-51-d-441-1990,1
ccpr-c-100-d-1507-2006,ccpr-c-85-d-1030-2001,1
ccpr-c-100-d-1507-2006,ccpr-c-89-d-1320-2004,1
ccpr-c-100-d-1507-2006,ccpr-c-gc-32,1
ccpr-c-100-d-1507-2006-rev-1,ccpr-c-27-d-112-1981,1
ccpr-c-100-d-1507-2006-rev-1,ccpr-c-51-d-441-1990,1
ccpr-c-100-d-1507-2006-rev-1,ccpr-c-85-d-1030-2001,1
ccpr-c-100-d-1507-2006-rev-1,ccpr-c-89-d-1320-2004,1
ccpr-c-100-d-1507-2006-rev-1,ccpr-c-gc-32,1
ccpr-c-100-d-1530-2006,ccpr-c-65-d-590-1994,1
ccpr-c-100-d-1556-2007,hri-gen-1-rev-9-vol-i-p-176-99dcaf,1
ccpr-c-100-d-1581-2007,ccpr-c-54-d-516-1992,1
ccpr-c-100-d-1581-2007,ccpr-c-72-d-857-1999,1
ccpr-c-100-d-1581-2007,ccpr-c-73-d-747-1997,1
ccpr-c-100-d-1581-2007,ccpr-c-84-d-945-2000,1
ccpr-c-100-d-1581-2007,ccpr-c-85-d-1054-2002,1
ccpr-c-100-d-1581-2007,ccpr-c-90-d-1452-2006,1
ccpr-c-100-d-1581-2007,ccpr-c-91-d-1223-2003,1
ccpr-c-100-d-1581-2007,ccpr-c-91-d-1533-2006,1
ccpr-c-100-d-1583-2007,ccpr-c-29-d-182-1984,1
ccpr-c-100-d-1583-2007,ccpr-c-57-d-586-1994,1
ccpr-c-100-d-1583-2007,ccpr-c-91-d-1533-2006,1
ccpr-c-100-d-1583-2007,ccpr-c-96-d-1582-2007,1
ccpr-c-100-d-1621-2007,ccpr-c-12-d-35-1978,1
ccpr-c-100-d-1621-2007,ccpr-c-39-d-318-1988,1
ccpr-c-100-d-1633-2007,ccpr-c-13-d-24-1977,1
ccpr-c-100-d-1633-2007,ccpr-c-15-d-30-1978,1
ccpr-c-100-d-1633-2007,ccpr-c-17-d-84-1981,1
ccpr-c-100-d-1633-2007,ccpr-c-21-rev-1-add-13,1
ccpr-c-100-d-1633-2007,ccpr-c-81-d-1060-2002,1
ccpr-c-100-d-1633-2007,ccpr-c-95-d-1382-2005,1
ccpr-c-100-d-1633-2007,hri-gen-1-rev-9-vol-i-p-200,1
ccpr-c-100-d-1748-2008,ccpr-c-38-d-275-1988,1
ccpr-c-100-d-1748-2008,ccpr-c-55-d-573-1994,1
ccpr-c-100-d-1748-2008,ccpr-c-59-d-579-1994,1
ccpr-c-100-d-1748-2008,ccpr-c-59-d-601-1994,1
ccpr-c-100-d-1748-2008,ccpr-c-60-d-643-1995,1
ccpr-c-100-d-1748-2008,ccpr-c-64-d-669-1995,1
ccpr-c-100-d-1748-2008,ccpr-c-64-d-670-1995,1
ccpr-c-100-d-1748-2008,ccpr-c-91-d-1463-2006,1
ccpr-c-100-d-1751-2008,ccpr-c-19-d-107-1981,1
ccpr-c-100-d-1751-2008,ccpr-c-21-rev-1-add-13,1
ccpr-c-100-d-1751-2008,ccpr-c-25-d-139-1983,1
ccpr-c-100-d-1751-2008,ccpr-c-51-d-458-1991,1
ccpr-c-100-d-1751-2008,ccpr-c-56-d-540-1993,1
ccpr-c-100-d-1751-2008,ccpr-c-69-d-760-1997,1
ccpr-c-100-d-1751-2008,ccpr-c-78-d-950-2000,1
ccpr-c-100-d-1751-2008,ccpr-c-83-d-1134-2002,1
ccpr-c-100-d-1751-2008,ccpr-c-86-d-1208-2003,1
ccpr-c-100-d-1751-2008,ccpr-c-90-d-1327-2004,1
ccpr-c-100-d-1751-2008,ccpr-c-94-d-1495-2006,1
ccpr-c-100-d-1751-2008,hri-gen-1-rev-9-vol-i-p-200,1
ccpr-c-100-d-1751-2008,hri-gen-1-rev-9-vol-i-p-202,1
ccpr-c-100-d-1760-2008,ccpr-c-17-d-55-1979,1
ccpr-c-100-d-1768-2008,ccpr-c-41-d-327-1988,1
ccpr-c-100-d-1776-2008,ccpr-c-21-rev-1-add-13,1
ccpr-c-100-d-1776-2008,ccpr-c-26-d-147-1983,1
ccpr-c-100-d-1776-2008,ccpr-c-35-d-210-1986,1
ccpr-c-100-d-1776-2008,ccpr-c-51-d-458-1991,1
ccpr-c-100-d-1776-2008,ccpr-c-64-d-594-1992,1
ccpr-c-100-d-1776-2008,ccpr-c-78-d-950-2000,1
ccpr-c-100-d-1776-2008,ccpr-c-83-d-1134-2002,1
ccpr-c-100-d-1776-2008,ccpr-c-86-d-1196-2003,1
ccpr-c-100-d-1776-2008,ccpr-c-86-d-992-2001,1
ccpr-c-100-d-1776-2008,ccpr-c-87-d-1297-2004,1
ccpr-c-100-d-1776-2008,ccpr-c-90-d-1143-2002,1
ccpr-c-100-d-1776-2008,ccpr-c-90-d-1439-2005,1
ccpr-c-100-d-1776-2008,ccpr-c-94-d-1495-2006,1
ccpr-c-100-d-1776-2008,hri-gen-1-rev-9-vol-i-p-200,1
ccpr-c-100-d-1776-2008,hri-gen-1-rev-9-vol-i-p-202,1
ccpr-c-100-d-1777-2008,ccpr-c-36-d-207-1986,1
ccpr-c-100-d-1777-2008,ccpr-c-50-d-502-1992,1
ccpr-c-100-d-1777-2008,ccpr-c-52-d-437-1990,1
ccpr-c-100-d-1777-2008,ccpr-c-65-d-737-1997,1
ccpr-c-100-d-1777-2008,ccpr-c-91-d-1533-2006,1
ccpr-c-100-d-1777-2008,ccpr-c-gc-32,1
ccpr-c-100-d-1783-2008,ccpr-c-98-d-1565-2007,1
ccpr-c-100-d-1818-2008,ccpr-c-21-rev-1-add-13,1
ccpr-c-100-d-1818-2008,ccpr-c-35-d-265-1987,1
ccpr-c-100-d-1818-2008,ccpr-c-51-d-322-1988,1
ccpr-c-100-d-1818-2008,ccpr-c-79-d-1096-2002,1
ccpr-c-100-d-1818-2008,ccpr-c-81-d-962-2001,1
ccpr-c-100-d-1818-2008,ccpr-c-83-d-1134-2002,1
ccpr-c-100-d-1818-2008,ccpr-c-85-d-907-2000,1
ccpr-c-100-d-1818-2008,ccpr-c-86-d-889-1999,1
ccpr-c-100-d-1818-2008,ccpr-c-90-d-1173-2003,1
ccpr-c-100-d-1818-2008,ccpr-c-93-d-1436-2005,1
ccpr-c-100-d-1818-2008,ccpr-c-97-d-1284-2004,1
ccpr-c-100-d-1818-2008,ccpr-c-98-d-1589-2007,1
ccpr-c-100-d-1818-2008,hri-gen-1-rev-9-vol-i-p-202,1
ccpr-c-100-d-1887-2009,ccpr-c-59-d-526-1993,1
ccpr-c-100-d-1887-2009,ccpr-c-74-d-802-1998,1
ccpr-c-101-d-1402-2005,ccpr-c-15-d-30-1978,1
ccpr-c-101-d-1402-2005,ccpr-c-17-d-84-1981,1
ccpr-c-101-d-1402-2005,ccpr-c-53-d-541-1993,1
ccpr-c-101-d-1402-2005,ccpr-c-57-d-537-1993,1
ccpr-c-101-d-1402-2005,ccpr-c-78-d-781-1997,1
ccpr-c-101-d-1402-2005,ccpr-c-84-d-1089-2002,1
ccpr-c-101-d-1402-2005,ccpr-c-86-d-1085-2002,1
ccpr-c-101-d-1402-2005,ccpr-c-gc-32,1
ccpr-c-101-d-1402-2005,hri-gen-1-rev-9-vol-i-p-200,1
ccpr-c-101-d-1404-2005,hri-gen-1-rev-9-vol-i-p-184,1
ccpr-c-101-d-1458-2006,ccpr-c-21-rev-1-add-13,1
ccpr-c-101-d-1458-2006,ccpr-c-90-d-1295-2004,1
ccpr-c-101-d-1470-2006,ccpr-c-96-d-1877-2009,1
ccpr-c-101-d-1517-2006,hri-gen-1-rev-9-vol-i-p-179,1
ccpr-c-101-d-1608-2007,hri-gen-1-rev-9-vol-i-p-200,1
ccpr-c-101-d-1620-2007,ccpr-c-60-d-661-1995,1
ccpr-c-101-d-1620-2007,ccpr-c-83-d-1118-2002,1
ccpr-c-101-d-1620-2007,ccpr-c-87-d-1157-2003,1
ccpr-c-101-d-1620-2007,hri-gen-1-rev-9-vol-i-p-184,1
ccpr-c-101-d-1620-2007-rev-2,ccpr-c-60-d-661-1995,1
ccpr-c-101-d-1620-2007-rev-2,ccpr-c-83-d-1118-2002,1
ccpr-c-101-d-1620-2007-rev-2,ccpr-c-87-d-1157-2003,1
ccpr-c-101-d-1620-2007-rev-2,hri-gen-1-rev-9-vol-i-p-184,1
ccpr-c-101-d-1758-2008,ccpr-c-34-d-203-1986,1
ccpr-c-101-d-1758-2008,ccpr-c-46-d-263-1987,1
ccpr-c-101-d-1758-2008,ccpr-c-53-d-514-1992,1
ccpr-c-101-d-1758-2008,ccpr-c-53-d-541-1993,1
ccpr-c-101-d-1758-2008,ccpr-c-90-d-1347-2005,1
ccpr-c-101-d-1758-2008,ccpr-c-92-d-1209-1231-2003-1241-2004,1
ccpr-c-101-d-1758-2008,crc-c-gc-10,1
ccpr-c-101-d-1761-2008,ccpr-c-19-d-107-1981,1
ccpr-c-101-d-1761-2008,ccpr-c-21-rev-1-add-11,1
ccpr-c-101-d-1761-2008,ccpr-c-21-rev-1-add-13,1
ccpr-c-101-d-1761-2008,ccpr-c-39-d-305-1988,1
ccpr-c-101-d-1761-2008,ccpr-c-51-d-458-1991,1
ccpr-c-101-d-1761-2008,ccpr-c-61-d-577-1994,1
ccpr-c-101-d-1761-2008,ccpr-c-78-d-950-2000,1
ccpr-c-101-d-1761-2008,ccpr-c-83-d-1128-2002,1
ccpr-c-101-d-1761-2008,ccpr-c-83-d-973-2001,1
ccpr-c-101-d-1761-2008,ccpr-c-87-d-1297-2004,1
ccpr-c-101-d-1761-2008,ccpr-c-90-d-1295-2004,1
ccpr-c-101-d-1761-2008,ccpr-c-94-d-1560-2007,1
ccpr-c-101-d-1761-2008,ccpr-c-99-d-1640-2007,1
ccpr-c-101-d-1761-2008,hri-gen-1-rev-9-vol-i-p-202,1
ccpr-c-101-d-1813-2008,ccpr-c-18-d-74-1980,1
ccpr-c-101-d-1813-2008,ccpr-c-18-d-75-1980,1
ccpr-c-101-d-1813-2008,ccpr-c-19-d-107-1981,1
ccpr-c-101-d-1813-2008,ccpr-c-24-d-115-1982,1
ccpr-c-101-d-1813-2008,ccpr-c-26-d-147-1983,1
ccpr-c-101-d-1813-2008,ccpr-c-31-d-188-1984,1
ccpr-c-101-d-1813-2008,ccpr-c-46-d-255-1987,1
ccpr-c-101-d-1813-2008,ccpr-c-47-d-334-1988,1
